Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3157170,2016-06-22 16:49:31,2016-02-09 19:23:10,20110514,5027628500,20110514,250,2441,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157170,SRX1568222,SLO3_GATCAG_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282042,SAMN04481265,simple,88217,Apis mellifera carnica,SL14,,,,,male,,no,,,,,INRA,SRA352334,,public,37D97E8525AEA45D8E39BFF244A06F81,0CDE8D3AD1DEA3B29C154693DD275F8C
SRR3157171,2016-06-22 16:49:31,2016-02-09 19:12:56,14432874,3608218500,14432874,250,1740,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157171,SRX1568223,SLO4_TAGCTT_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282041,SAMN04481266,simple,88217,Apis mellifera carnica,SL15,,,,,male,,no,,,,,INRA,SRA352334,,public,B14D423AEC3C16B9B6F0C5D26E23225A,550E8306AAD8028BBB7D8980E510A39A
SRR3157172,2016-06-22 16:49:31,2016-02-09 19:09:13,8164415,2041103750,8164415,250,1010,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157172,SRX1568224,SLO5_GGCTAC_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282040,SAMN04481267,simple,88217,Apis mellifera carnica,SL16,,,,,male,,no,,,,,INRA,SRA352334,,public,E1F13B6F6DE068CFCB70CB626EDD7BE7,0DD796E43BB7D7CAA725FE4A6EBF6297
SRR3157173,2016-06-22 16:49:31,2016-02-09 19:14:41,14691575,3672893750,14691575,250,1781,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157173,SRX1568225,SLO6_CTTGTA_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282039,SAMN04481268,simple,88217,Apis mellifera carnica,SL17,,,,,male,,no,,,,,INRA,SRA352334,,public,4BB88DB9FC0764F26BE402FADEB7B098,A3C2E8388F827C2CF0A3A57BA7B84A92
SRR3157174,2016-06-22 16:49:31,2016-02-09 19:12:25,8002319,2000579750,8002319,250,976,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157174,SRX1568226,SLO7_AGTCAA_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282004,SAMN04481269,simple,88217,Apis mellifera carnica,SL18,,,,,male,,no,,,,,INRA,SRA352334,,public,A7866423C6F749F12C4CA83AF6D2372C,C27C3E842A89481758DCFEAB6B032CE9
SRR3157158,2016-06-22 16:49:31,2016-02-09 18:32:43,21540883,5385220750,21540883,250,2662,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157158,SRX1568210,SLO11_GTCCGC_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282054,SAMN04481253,simple,88217,Apis mellifera carnica,SL2,,,,,male,,no,,,,,INRA,SRA352334,,public,FFCA6FBBC3E25086D7C31DF5129B668F,1DC4E31CC2CBB56FE95A201391A158AB
SRR3157159,2016-06-22 16:49:31,2016-02-09 18:26:25,15307548,3826887000,15307548,250,1864,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157159,SRX1568211,SLO12_GTGAAA_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282053,SAMN04481254,simple,88217,Apis mellifera carnica,SL3,,,,,male,,no,,,,,INRA,SRA352334,,public,BCFE08B71A6F889E58E9EAADEE2C85A6,5C11CFCDDC44FACB049795F683CD7E3F
SRR3157160,2016-06-22 16:49:31,2016-02-09 18:19:28,6511145,1627786250,6511145,250,799,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157160,SRX1568212,SLO13_GTGGCC_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282052,SAMN04481255,simple,88217,Apis mellifera carnica,SL4,,,,,male,,no,,,,,INRA,SRA352334,,public,4F3FD90632F58AF97EA2A2B09C3B1455,DE7A080F72068D5E70F8FCE07E4F404A
SRR3157161,2016-06-22 16:49:31,2016-02-09 18:27:38,15109140,3777285000,15109140,250,1840,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157161,SRX1568213,SLO14_GTTTCG_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282051,SAMN04481256,simple,88217,Apis mellifera carnica,SL5,,,,,male,,no,,,,,INRA,SRA352334,,public,CB10F98131654A7FBDF70D34B2B805EB,3A9B46DA179689903EA390C1CBAE4DC8
SRR3157162,2016-06-22 16:49:31,2016-02-09 18:23:12,8567522,2141880500,8567522,250,1047,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157162,SRX1568214,SLO15_CGTACG_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282050,SAMN04481257,simple,88217,Apis mellifera carnica,SL6,,,,,male,,no,,,,,INRA,SRA352334,,public,8A9C1292D370B5251156DD30ABB6D072,E2B36FEE01C7DB7B3E71B708A3001B3A
SRR3157163,2016-06-22 16:49:31,2016-02-09 18:29:51,10959676,2739919000,10959676,250,1316,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157163,SRX1568215,SLO16_GAGTGG_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282049,SAMN04481258,simple,88217,Apis mellifera carnica,SL7,,,,,male,,no,,,,,INRA,SRA352334,,public,49218C860AB1B7AF6C38FFA559931D3A,4A2832AD6F97A8DF8058A93FBA30CAF9
SRR3157164,2016-06-22 16:49:31,2016-02-09 18:24:53,10480844,2620211000,10480844,250,1217,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157164,SRX1568216,SLO17_ACTGAT_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282048,SAMN04481259,simple,88217,Apis mellifera carnica,SL8,,,,,male,,no,,,,,INRA,SRA352334,,public,BDC5BD08B43D4A0CF583B409EDC9EA8F,1AA31E1B07F235B953B515E4758C4FF9
SRR3157165,2016-06-22 16:49:31,2016-02-09 18:56:34,5891798,1472949500,5891798,250,696,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157165,SRX1568217,SLO18_ATTCCT_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282047,SAMN04481260,simple,88217,Apis mellifera carnica,SL9,,,,,male,,no,,,,,INRA,SRA352334,,public,86AE75130432705AA2DD56177A43E0C1,60C352295049466D98865F17E24DCCD4
SRR3157083,2016-06-22 16:49:31,2016-02-09 15:29:34,22680614,4536122800,22680614,200,2746,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157083,SRX1568135,BR20-PE_TTAGGC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282134,SAMN04481178,simple,7460,Apis mellifera,H1,,,,,male,,no,,,,,INRA,SRA352334,,public,B2A456C39F29932F38C8402358F42640,91764F6DD015BF320698B5653CC18CC6
SRR3157084,2016-06-22 16:49:31,2016-02-09 15:29:54,18970490,3794098000,18970490,200,2298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157084,SRX1568136,BR45-PE_GATCAG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282133,SAMN04481179,simple,7460,Apis mellifera,H2,,,,,male,,no,,,,,INRA,SRA352334,,public,7566C1C8CE1711AC3D4DDFD256DA70C5,14174290B321686D0D8CEB38389E5F44
SRR3157085,2016-06-22 16:49:31,2016-02-09 15:24:41,7882300,1576460000,7882300,200,937,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157085,SRX1568137,FL11_GTGAAA_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282132,SAMN04481180,simple,7460,Apis mellifera,RJ1,,,,,male,,no,,,,,INRA,SRA352334,,public,B1469E030E7950F66B7E0C9792CA9776,5ED83ED53E2D1ADFE27F3091608062D6
SRR3157094,2016-06-22 16:49:31,2016-02-09 15:22:35,5025008,1005001600,5025008,200,607,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157094,SRX1568146,FL9_GTCCGC_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282123,SAMN04481189,simple,7460,Apis mellifera,RJ10,,,,,male,,no,,,,,INRA,SRA352334,,public,00868E82C885F4F07D61BC33E4E9B817,F31F7B7A21FB8BCB794E405DF578FC57
SRR3157095,2016-06-22 16:49:31,2016-02-09 17:10:37,6537780,1307556000,6537780,200,812,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157095,SRX1568147,NM1_ATCACG_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282121,SAMN04481190,simple,7460,Apis mellifera,RJ11,,,,,male,,no,,,,,INRA,SRA352334,,public,EB5A54D6E0A1BA44DCEA026F3C00CFAB,45A99D8AC3C942D997A6B90188D04680
SRR3157096,2016-06-22 16:49:31,2016-02-09 17:23:03,16456868,3291373600,16456868,200,2081,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157096,SRX1568148,NM21_ACTTGA_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282122,SAMN04481191,simple,7460,Apis mellifera,RJ12,,,,,male,,no,,,,,INRA,SRA352334,,public,3BA922C09E29D2267D40C8A722469662,907A8F0026199D6A9786707FDAA80927
SRR3157097,2016-06-22 16:49:31,2016-02-09 17:15:25,4200846,840169200,4200846,200,532,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157097,SRX1568149,NM25_GATCAG_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282120,SAMN04481192,simple,7460,Apis mellifera,RJ13,,,,,male,,no,,,,,INRA,SRA352334,,public,15F9C6B2F57B86BFE192FD18FDDA5EAD,48408C6135E106C0B7176F8B63FBB0E9
SRR3157098,2016-06-22 16:49:31,2016-02-09 17:17:16,9144999,1828999800,9144999,200,1152,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157098,SRX1568150,NM26_TAGCTT_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282118,SAMN04481193,simple,7460,Apis mellifera,RJ14,,,,,male,,no,,,,,INRA,SRA352334,,public,C7B3210CC1616F613A830CB0D7E916A9,1DDA829F2BA3B096D2A8D04FEC8DE0A4
SRR3157099,2016-06-22 16:49:31,2016-02-09 17:18:59,7645818,1529163600,7645818,200,956,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157099,SRX1568151,NM28_GGCTAC_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282119,SAMN04481194,simple,7460,Apis mellifera,RJ15,,,,,male,,no,,,,,INRA,SRA352334,,public,A64E4E18E62C183A19AAD8C830FCD15F,CBD1353761D462A768C1B95B38C8B968
SRR3157100,2016-06-22 16:49:31,2016-02-09 17:22:09,6702969,1340593800,6702969,200,834,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157100,SRX1568152,NM29_CTTGTA_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282117,SAMN04481195,simple,7460,Apis mellifera,RJ16,,,,,male,,no,,,,,INRA,SRA352334,,public,4E4AC87A7CED0368EB38FCA6AE2EFF94,1F259B5546D62F0FF74EC6688A4ABAD8
SRR3157101,2016-06-22 16:49:31,2016-02-09 17:20:53,7230728,1446145600,7230728,200,870,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157101,SRX1568153,NM2_CTTGTA_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282116,SAMN04481196,simple,7460,Apis mellifera,RJ17,,,,,male,,no,,,,,INRA,SRA352334,,public,7BF9488DC432E2A777CEB7056EBDEC1F,EE1BD57862E2D8FCADD16C7875C33934
SRR3157102,2016-06-22 16:49:31,2016-02-09 17:22:34,8720133,1744026600,8720133,200,1091,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157102,SRX1568154,NM3_CGATGT_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282114,SAMN04481197,simple,7460,Apis mellifera,RJ18,,,,,male,,no,,,,,INRA,SRA352334,,public,98E47674F25B1C01E72CFB1297C15307,CE37B54173E8E5DADDAD78B1E74840BF
SRR3157103,2016-06-22 16:49:31,2016-02-09 17:25:13,10086605,2017321000,10086605,200,1268,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157103,SRX1568155,NM4_TTAGGC_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282113,SAMN04481198,simple,7460,Apis mellifera,RJ19,,,,,male,,no,,,,,INRA,SRA352334,,public,FB3B964C0448DDF3E4AF50B73797FE9A,8731CB236D01486BD740A210A6D5B6B7
SRR3157086,2016-06-22 16:49:31,2016-02-09 15:21:19,9321923,1864384600,9321923,200,1159,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157086,SRX1568138,FL12_CGTACG_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282131,SAMN04481181,simple,7460,Apis mellifera,RJ2,,,,,male,,no,,,,,INRA,SRA352334,,public,438D533AE830E4BCBD7BFDC14316E1EE,7221EF91380A919F548137C1D2CCBA3D
SRR3157104,2016-06-22 16:49:31,2016-02-09 17:29:11,9615721,1923144200,9615721,200,1155,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157104,SRX1568156,NM5_GGCTAC_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282115,SAMN04481199,simple,7460,Apis mellifera,RJ20,,,,,male,,no,,,,,INRA,SRA352334,,public,5DAB1B9309F2A0317BB622528DA6B11B,A20891A220E6AB9B1B971216515BEA2C
SRR3157105,2016-06-22 16:49:31,2016-02-09 17:26:34,8539153,1707830600,8539153,200,1055,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157105,SRX1568157,NM6_TGACCA_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282112,SAMN04481200,simple,7460,Apis mellifera,RJ21,,,,,male,,no,,,,,INRA,SRA352334,,public,B112BF40E45B7678D2F34F72346B5775,D0C0DF1B3A9390DD34F75B85D39201AB
SRR3157106,2016-06-22 16:49:31,2016-02-09 17:31:38,7664060,1532812000,7664060,200,957,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157106,SRX1568158,NM7_ACAGTG_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282111,SAMN04481201,simple,7460,Apis mellifera,RJ22,,,,,male,,no,,,,,INRA,SRA352334,,public,2B421817575AFE1E928CC7A0296BAA1E,653632B975325AF4C54CD3BDBF526274
SRR3157107,2016-06-22 16:49:31,2016-02-09 17:29:42,6267669,1253533800,6267669,200,796,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157107,SRX1568159,NM8_GCCAAT_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282110,SAMN04481202,simple,7460,Apis mellifera,RJ23,,,,,male,,no,,,,,INRA,SRA352334,,public,3A2ACE95383DF5462510C37A0A7C9891,A64965EE0E776280502BB03FC85C6A6E
SRR3157108,2016-06-22 16:49:31,2016-02-09 17:29:06,5170001,1034000200,5170001,200,657,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157108,SRX1568160,NM9_CAGATC_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282109,SAMN04481203,simple,7460,Apis mellifera,RJ24,,,,,male,,no,,,,,INRA,SRA352334,,public,EB06911E8431448ED44F3715ECCB345D,3AC7357B4B081FAF3B2247BF02EB2943
SRR3157109,2016-06-22 16:49:31,2016-02-09 18:18:13,5975328,1195065600,5975328,200,770,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157109,SRX1568161,PM1_AGTCAA_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282108,SAMN04481204,simple,7460,Apis mellifera,RJ25,,,,,male,,no,,,,,INRA,SRA352334,,public,4B3783DDA12777E494ADE8A1DBE7EEF9,0BB73B8EF9BFECBE25E5251168284040
SRR3157087,2016-06-22 16:49:31,2016-02-09 15:20:52,8937993,1787598600,8937993,200,1075,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157087,SRX1568139,FL13_GTGGCC_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282129,SAMN04481182,simple,7460,Apis mellifera,RJ3,,,,,male,,no,,,,,INRA,SRA352334,,public,6C57E9928E5DAF2AB2CCDBC6F655D294,B1CB82FA284D752B0BD81C2E3175FC4A
SRR3157088,2016-06-22 16:49:31,2016-02-09 15:23:39,6133721,1226744200,6133721,200,737,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157088,SRX1568140,FL15_GTTTCG_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282128,SAMN04481183,simple,7460,Apis mellifera,RJ4,,,,,male,,no,,,,,INRA,SRA352334,,public,1BBA21540D9101A46AF9A7E8BFA031C9,9030EB4D12079B255F32BE85C2484BD0
SRR3157089,2016-06-22 16:49:31,2016-02-09 15:28:10,9648293,1929658600,9648293,200,1139,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157089,SRX1568141,FL1_AGTCAA_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282130,SAMN04481184,simple,7460,Apis mellifera,RJ5,,,,,male,,no,,,,,INRA,SRA352334,,public,84433D79EF39E16C3ED00429929DB852,D3A5F0FC6754D5AE4E41188D3DE2A1B0
SRR3157090,2016-06-22 16:49:31,2016-02-09 15:23:57,5980150,1196030000,5980150,200,714,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157090,SRX1568142,FL2_AGTTCC_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282127,SAMN04481185,simple,7460,Apis mellifera,RJ6,,,,,male,,no,,,,,INRA,SRA352334,,public,26893C7CF93852A533F3177F68B4A344,66404EDD13AE5C2556C2AF50911C564A
SRR3157091,2016-06-22 16:49:31,2016-02-09 15:26:18,7136133,1427226600,7136133,200,862,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157091,SRX1568143,FL3_ATGTCA_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282125,SAMN04481186,simple,7460,Apis mellifera,RJ7,,,,,male,,no,,,,,INRA,SRA352334,,public,9F60AD20EAB2FAF721E4CEABC53286F2,5E24C4D30B6AB54B122AE48FEC365433
SRR3157092,2016-06-22 16:49:31,2016-02-09 15:22:28,7019130,1403826000,7019130,200,851,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157092,SRX1568144,FL7_CCGTCC_L004,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282126,SAMN04481187,simple,7460,Apis mellifera,RJ8,,,,,male,,no,,,,,INRA,SRA352334,,public,606C3C1E96042BFA6A32842B1AD7BD4B,6663C84F05C670272BAD65BD3A93D4CC
SRR3157093,2016-06-22 16:49:31,2016-02-09 15:30:48,10752770,2150554000,10752770,200,1332,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157093,SRX1568145,FL8_GTTTCG_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282124,SAMN04481188,simple,7460,Apis mellifera,RJ9,,,,,male,,no,,,,,INRA,SRA352334,,public,FC435376A0FDBC9B96B30437791E02FF,8E03C7891A06409B706459BCCE2B3110

